label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
3,0.545769,0.710500,0.000000,0.509111,0.695350,-0.020237,0.476250,0.662375,-0.036468,0.453847,0.635918,-0.052423,0.449406,0.602254,-0.066581,0.492383,0.564158,-0.019711,0.466331,0.528315,-0.049359,0.464098,0.565809,-0.071213,0.470852,0.600545,-0.081964,0.522943,0.544245,-0.023320,0.507310,0.477322,-0.042578,0.499170,0.432979,-0.059146,0.491866,0.386374,-0.070933,0.554802,0.548823,-0.031192,0.562759,0.478833,-0.053817,0.568538,0.432497,-0.070107,0.570661,0.384981,-0.079959,0.584120,0.573341,-0.039896,0.608623,0.526102,-0.057676,0.625655,0.492854,-0.064342,0.638783,0.458156,-0.067939
3,0.577661,0.740449,0.000000,0.541055,0.723538,-0.017442,0.506468,0.690120,-0.031149,0.481848,0.666404,-0.045028,0.485194,0.638004,-0.057286,0.524306,0.599274,-0.012151,0.503773,0.567335,-0.038693,0.501637,0.600706,-0.059749,0.506235,0.633831,-0.070330,0.552761,0.582436,-0.015595,0.540980,0.520865,-0.031070,0.534051,0.480951,-0.045888,0.527420,0.440663,-0.056568,0.582843,0.586879,-0.023374,0.591053,0.522053,-0.042638,0.596865,0.479847,-0.057832,0.599374,0.437124,-0.067117,0.610101,0.609876,-0.032013,0.633241,0.568149,-0.047869,0.649419,0.539323,-0.054163,0.661738,0.508666,-0.057526
3,0.590707,0.739983,0.000000,0.556512,0.725115,-0.017473,0.522924,0.692054,-0.031011,0.497772,0.668677,-0.044726,0.502908,0.642996,-0.056748,0.538731,0.605582,-0.012200,0.517781,0.577359,-0.038557,0.516961,0.610228,-0.058644,0.523953,0.642889,-0.068347,0.566010,0.588392,-0.015225,0.554640,0.529087,-0.030988,0.549327,0.488825,-0.044726,0.544549,0.447597,-0.054198,0.595208,0.591705,-0.022652,0.602566,0.530399,-0.041749,0.608526,0.489376,-0.056013,0.611835,0.448515,-0.064244,0.621495,0.613230,-0.031044,0.643928,0.573138,-0.046005,0.659911,0.544327,-0.051897,0.672559,0.514399,-0.054893
3,0.603627,0.727899,0.000000,0.569610,0.713431,-0.016224,0.535789,0.683427,-0.029313,0.509547,0.661687,-0.042921,0.509826,0.634902,-0.054866,0.548619,0.598436,-0.011467,0.525574,0.567488,-0.037449,0.524649,0.597672,-0.057172,0.531524,0.628136,-0.066726,0.573244,0.580375,-0.014911,0.557991,0.520534,-0.030272,0.550266,0.481168,-0.043653,0.543008,0.441409,-0.052884,0.601103,0.581938,-0.022619,0.604236,0.519055,-0.041064,0.607040,0.477501,-0.054963,0.607151,0.436199,-0.063142,0.627601,0.601458,-0.031242,0.648467,0.559782,-0.045926,0.662386,0.528771,-0.052062,0.673099,0.496663,-0.055289
3,0.614692,0.720707,0.000000,0.579072,0.705173,-0.011857,0.546721,0.673855,-0.022079,0.522841,0.653626,-0.033538,0.519141,0.632574,-0.043825,0.555423,0.588547,-0.005646,0.530674,0.559697,-0.029725,0.530229,0.587357,-0.048891,0.538242,0.614661,-0.058196,0.578316,0.569705,-0.011033,0.560388,0.511742,-0.023983,0.550744,0.473644,-0.035830,0.542753,0.436324,-0.044092,0.605615,0.570229,-0.020510,0.607154,0.506405,-0.036259,0.608921,0.464575,-0.048420,0.608172,0.424307,-0.055811,0.632952,0.588775,-0.030829,0.650932,0.543915,-0.042782,0.663025,0.512567,-0.046768,0.671571,0.481014,-0.048817
3,0.567394,0.724269,0.000000,0.533529,0.710648,-0.016712,0.498967,0.683401,-0.029958,0.473665,0.661294,-0.043418,0.476153,0.631842,-0.055200,0.507452,0.598274,-0.011274,0.484058,0.567814,-0.037306,0.484065,0.593406,-0.057268,0.491696,0.619851,-0.067107,0.530644,0.579360,-0.014348,0.513760,0.522600,-0.029647,0.503922,0.485053,-0.042480,0.495394,0.448145,-0.051277,0.557585,0.579647,-0.021814,0.557663,0.520071,-0.039458,0.558920,0.479436,-0.051590,0.557862,0.440197,-0.058668,0.584267,0.597182,-0.030448,0.599779,0.553319,-0.043779,0.611365,0.522683,-0.048280,0.619961,0.491985,-0.050475
3,0.573142,0.704893,0.000000,0.541346,0.692296,-0.017235,0.508735,0.664594,-0.030758,0.483100,0.641542,-0.044440,0.490939,0.616925,-0.056511,0.516339,0.582626,-0.008841,0.496755,0.556983,-0.034611,0.496875,0.581129,-0.055074,0.503909,0.608769,-0.065273,0.538225,0.563084,-0.011340,0.522874,0.508533,-0.025871,0.513310,0.472418,-0.038691,0.504977,0.438468,-0.047437,0.564800,0.562100,-0.018453,0.566018,0.503953,-0.035710,0.566670,0.464718,-0.048377,0.565198,0.427494,-0.055738,0.591038,0.578685,-0.026808,0.607041,0.536662,-0.039789,0.618148,0.507556,-0.044856,0.625903,0.478320,-0.047522
3,0.582039,0.690389,0.000000,0.551303,0.677334,-0.016190,0.521741,0.651510,-0.028697,0.499378,0.631160,-0.041478,0.498516,0.604994,-0.052770,0.528389,0.570512,-0.008310,0.508102,0.544690,-0.032079,0.506198,0.568180,-0.051351,0.511195,0.594472,-0.061044,0.549086,0.550945,-0.010820,0.533738,0.496580,-0.023792,0.524258,0.461708,-0.035696,0.515913,0.428383,-0.044072,0.574285,0.549597,-0.017732,0.576194,0.492215,-0.033443,0.576801,0.454332,-0.045391,0.575103,0.418564,-0.052624,0.599579,0.565355,-0.025865,0.615784,0.523769,-0.038108,0.626615,0.494620,-0.042904,0.634305,0.465709,-0.045547
3,0.591204,0.692851,0.000000,0.561431,0.679974,-0.018493,0.530679,0.653092,-0.032333,0.506751,0.631078,-0.046121,0.511212,0.604650,-0.058074,0.536252,0.571844,-0.010547,0.516383,0.544390,-0.036386,0.517878,0.569919,-0.056484,0.525531,0.597056,-0.066140,0.558617,0.552520,-0.011951,0.544550,0.497356,-0.026178,0.536756,0.460972,-0.038327,0.529486,0.425604,-0.046533,0.585004,0.551217,-0.018027,0.587435,0.493263,-0.034452,0.588793,0.455180,-0.046098,0.587600,0.419056,-0.052686,0.611059,0.567075,-0.025554,0.627591,0.525811,-0.037456,0.638504,0.497021,-0.041736,0.646264,0.468721,-0.043778
3,0.590238,0.690084,0.000000,0.560165,0.678401,-0.016731,0.530219,0.652365,-0.029367,0.506508,0.631586,-0.042050,0.506357,0.605530,-0.052983,0.536358,0.572777,-0.009942,0.516517,0.544309,-0.034250,0.517331,0.566418,-0.052799,0.524792,0.591835,-0.061648,0.557724,0.553145,-0.011988,0.542640,0.498128,-0.025826,0.534489,0.461752,-0.037394,0.527163,0.426473,-0.045219,0.583133,0.551279,-0.018383,0.585187,0.493728,-0.034565,0.586882,0.456070,-0.045991,0.586087,0.419846,-0.052538,0.608569,0.566094,-0.026039,0.624803,0.524917,-0.038237,0.636048,0.496135,-0.042754,0.644359,0.467126,-0.044999
3,0.565301,0.641952,0.000000,0.535631,0.629173,-0.012355,0.507544,0.605062,-0.022459,0.488724,0.583892,-0.033241,0.492757,0.557191,-0.042539,0.513620,0.534822,-0.005707,0.497104,0.508596,-0.028279,0.499000,0.531384,-0.046131,0.507591,0.556156,-0.054699,0.533492,0.515882,-0.009240,0.520460,0.463786,-0.022201,0.511779,0.429953,-0.033315,0.504045,0.396982,-0.040813,0.557255,0.513658,-0.016652,0.560558,0.457156,-0.031958,0.562112,0.421793,-0.042555,0.561159,0.387729,-0.048508,0.581651,0.527593,-0.024920,0.598313,0.487492,-0.036393,0.608609,0.459192,-0.040168,0.616133,0.431006,-0.041829
3,0.566214,0.610016,0.000000,0.540535,0.599565,-0.014753,0.516435,0.574319,-0.025454,0.501177,0.549367,-0.036299,0.502463,0.521717,-0.045598,0.520888,0.504661,-0.006267,0.508167,0.476065,-0.028047,0.510861,0.491846,-0.045608,0.518278,0.512873,-0.054191,0.540785,0.486579,-0.008475,0.530805,0.433998,-0.019803,0.525689,0.401445,-0.030062,0.521258,0.371466,-0.037083,0.563707,0.485183,-0.014815,0.567799,0.432135,-0.028040,0.570436,0.398256,-0.037510,0.570487,0.366440,-0.043092,0.587059,0.498374,-0.022457,0.601028,0.460492,-0.032238,0.609835,0.435198,-0.035228,0.615836,0.410566,-0.036599
3,0.571790,0.612191,0.000000,0.546401,0.602017,-0.013722,0.522895,0.578601,-0.023825,0.509864,0.553241,-0.034082,0.512915,0.525720,-0.042818,0.526001,0.513029,-0.005982,0.514020,0.485518,-0.026413,0.517443,0.498044,-0.042825,0.525470,0.514686,-0.051022,0.544605,0.494665,-0.008471,0.533268,0.444624,-0.019385,0.527148,0.413766,-0.028992,0.522054,0.384366,-0.035619,0.566589,0.491949,-0.014811,0.568187,0.439740,-0.027458,0.569735,0.407239,-0.036086,0.568839,0.376863,-0.041158,0.589965,0.503009,-0.022408,0.601367,0.464752,-0.031337,0.608872,0.439973,-0.033747,0.613683,0.415892,-0.034872
3,0.571715,0.611895,0.000000,0.545915,0.601998,-0.012032,0.521865,0.578797,-0.021714,0.508504,0.553851,-0.031891,0.511914,0.528665,-0.040690,0.525190,0.513014,-0.005360,0.513075,0.486434,-0.025230,0.516259,0.497908,-0.041288,0.524165,0.512448,-0.049390,0.543800,0.494711,-0.008610,0.532635,0.444812,-0.019197,0.526508,0.413443,-0.028256,0.521181,0.383350,-0.034446,0.565702,0.491765,-0.015467,0.566725,0.438554,-0.027615,0.568402,0.406354,-0.035699,0.567741,0.376050,-0.040336,0.588853,0.503076,-0.023482,0.600224,0.464626,-0.032192,0.607852,0.439842,-0.034448,0.613141,0.415490,-0.035306
3,0.567976,0.612441,0.000000,0.541934,0.602885,-0.011053,0.517502,0.579861,-0.019640,0.504994,0.553860,-0.028741,0.508759,0.528684,-0.036412,0.519696,0.516484,-0.004548,0.506766,0.488745,-0.022865,0.508690,0.502330,-0.037041,0.515212,0.520073,-0.043872,0.537959,0.497958,-0.007655,0.526151,0.449955,-0.017606,0.519292,0.420971,-0.026111,0.512822,0.392753,-0.031899,0.560229,0.494328,-0.014132,0.560679,0.442010,-0.026113,0.561485,0.409703,-0.034489,0.559776,0.379445,-0.039354,0.584049,0.504382,-0.021506,0.595225,0.465958,-0.030192,0.602375,0.440801,-0.032624,0.607122,0.416354,-0.033651
3,0.567107,0.611655,0.000000,0.540603,0.602544,-0.011064,0.514834,0.576956,-0.019437,0.500960,0.548947,-0.028402,0.508317,0.523221,-0.036027,0.520287,0.515092,-0.003513,0.508576,0.488670,-0.022289,0.511330,0.500991,-0.037382,0.518410,0.517174,-0.044939,0.538622,0.497071,-0.006647,0.527634,0.449276,-0.016472,0.521469,0.419460,-0.025183,0.515908,0.390731,-0.031200,0.560649,0.493520,-0.013320,0.560888,0.442336,-0.025376,0.561884,0.410462,-0.033903,0.560594,0.380655,-0.038887,0.584178,0.503385,-0.020983,0.595099,0.466108,-0.029947,0.602889,0.442104,-0.032783,0.608340,0.418698,-0.034160
3,0.563306,0.613075,0.000000,0.537233,0.601659,-0.013455,0.510504,0.574382,-0.022969,0.492862,0.545017,-0.032893,0.505123,0.522161,-0.040893,0.515850,0.511639,-0.002779,0.505389,0.482525,-0.023294,0.510292,0.499746,-0.039422,0.518620,0.520748,-0.047094,0.535252,0.494342,-0.004765,0.525339,0.446523,-0.015230,0.519308,0.416120,-0.024119,0.513387,0.386787,-0.030041,0.558101,0.491784,-0.010948,0.559366,0.441007,-0.023817,0.560842,0.409320,-0.032416,0.559756,0.379843,-0.036994,0.581757,0.502545,-0.018366,0.593301,0.464954,-0.027490,0.601016,0.440391,-0.030429,0.606160,0.416522,-0.031685
3,0.571536,0.597505,0.000000,0.545586,0.585249,-0.014512,0.520574,0.560871,-0.025496,0.505059,0.531915,-0.036867,0.516336,0.505966,-0.046461,0.528082,0.498035,-0.004145,0.516000,0.469561,-0.024884,0.519529,0.483463,-0.041416,0.528710,0.502008,-0.049603,0.546631,0.480977,-0.005779,0.537790,0.432501,-0.016564,0.532952,0.402920,-0.025637,0.529019,0.373980,-0.031826,0.568482,0.478473,-0.011653,0.570298,0.426915,-0.024306,0.572010,0.395769,-0.032498,0.572021,0.366787,-0.037062,0.591268,0.489776,-0.018951,0.603568,0.453595,-0.027905,0.611778,0.429946,-0.030845,0.617801,0.407022,-0.032214
3,0.562281,0.579812,0.000000,0.538233,0.567850,-0.013145,0.514618,0.545178,-0.022818,0.501171,0.518004,-0.032795,0.513476,0.496376,-0.041018,0.519313,0.486636,-0.003491,0.509644,0.458132,-0.022423,0.514438,0.471140,-0.037755,0.523031,0.488603,-0.045349,0.536281,0.470631,-0.005028,0.528382,0.424501,-0.014905,0.523216,0.395798,-0.023530,0.518697,0.368738,-0.029493,0.556518,0.468566,-0.010407,0.557635,0.419770,-0.021853,0.559115,0.390233,-0.029615,0.559016,0.363033,-0.033984,0.578210,0.479017,-0.017091,0.588672,0.443831,-0.024645,0.595538,0.421275,-0.026913,0.600539,0.399552,-0.027996
3,0.549474,0.550653,0.000000,0.527320,0.540520,-0.009892,0.506978,0.518327,-0.017630,0.501288,0.492254,-0.025623,0.511333,0.470241,-0.032467,0.510013,0.464493,-0.005584,0.501908,0.440200,-0.022007,0.508186,0.449459,-0.035064,0.517028,0.462257,-0.041595,0.526414,0.449672,-0.008559,0.518036,0.404898,-0.017554,0.513288,0.376931,-0.025670,0.509394,0.351383,-0.031424,0.545490,0.448208,-0.014378,0.546590,0.401960,-0.024844,0.547979,0.373104,-0.033029,0.547682,0.346484,-0.038132,0.566172,0.457692,-0.021030,0.575807,0.423985,-0.028516,0.581967,0.402772,-0.031122,0.586153,0.382224,-0.032644
3,0.534176,0.537383,0.000000,0.513968,0.527836,-0.007745,0.494739,0.507713,-0.014451,0.491132,0.485469,-0.021745,0.502001,0.468940,-0.028354,0.499530,0.454812,-0.005196,0.493466,0.433336,-0.019876,0.499397,0.440752,-0.031799,0.506975,0.451161,-0.038076,0.514888,0.440670,-0.009194,0.507422,0.396498,-0.017935,0.502992,0.368735,-0.025852,0.498927,0.343496,-0.031510,0.532665,0.439218,-0.015530,0.534516,0.392726,-0.025684,0.536303,0.364618,-0.033759,0.536354,0.339146,-0.038861,0.551970,0.448420,-0.022498,0.562446,0.415736,-0.029723,0.569011,0.395182,-0.032260,0.573636,0.375490,-0.033846
3,0.521027,0.530459,0.000000,0.501289,0.518477,-0.007020,0.483222,0.497496,-0.013462,0.481935,0.477252,-0.020584,0.494679,0.463778,-0.027267,0.490082,0.446139,-0.004421,0.484424,0.426675,-0.018544,0.489275,0.433441,-0.030583,0.495647,0.443036,-0.037121,0.505359,0.434573,-0.008702,0.498761,0.392339,-0.016804,0.494980,0.365081,-0.024948,0.491867,0.340810,-0.030907,0.522534,0.435179,-0.015178,0.525313,0.391532,-0.024426,0.527716,0.364744,-0.032614,0.528468,0.340612,-0.037969,0.540521,0.445767,-0.022260,0.550509,0.414629,-0.028891,0.556730,0.395086,-0.031356,0.561101,0.376066,-0.032992
3,0.516259,0.526257,0.000000,0.496857,0.514160,-0.006931,0.479922,0.492030,-0.012823,0.478198,0.469901,-0.019342,0.487201,0.453032,-0.025200,0.484352,0.443254,-0.003951,0.479495,0.421670,-0.017654,0.485370,0.427882,-0.029107,0.492258,0.437061,-0.035234,0.499180,0.430819,-0.007959,0.491939,0.388331,-0.016221,0.488169,0.361201,-0.024105,0.484972,0.336909,-0.029720,0.515893,0.430938,-0.014116,0.518678,0.387045,-0.023656,0.521345,0.360437,-0.031390,0.522151,0.336739,-0.036239,0.533787,0.441183,-0.020842,0.543975,0.410211,-0.027440,0.550192,0.390762,-0.029558,0.554414,0.372391,-0.030864
3,0.519961,0.524042,0.000000,0.501823,0.512017,-0.007707,0.485863,0.491570,-0.014669,0.483307,0.469673,-0.022137,0.492645,0.452093,-0.028955,0.488975,0.440269,-0.004856,0.484709,0.419242,-0.018824,0.489359,0.424145,-0.030633,0.494954,0.432351,-0.037053,0.503842,0.428861,-0.008780,0.498329,0.386020,-0.017053,0.495369,0.358893,-0.025021,0.492847,0.334977,-0.030713,0.520629,0.429941,-0.014879,0.523122,0.386882,-0.024174,0.525623,0.359993,-0.031797,0.526545,0.335845,-0.036742,0.538564,0.440876,-0.021647,0.548177,0.410324,-0.028299,0.554209,0.390848,-0.030466,0.558361,0.372127,-0.031824
3,0.544477,0.539399,0.000000,0.525020,0.528841,-0.011067,0.506392,0.508848,-0.020267,0.502568,0.486873,-0.029596,0.513438,0.468296,-0.038003,0.511376,0.450810,-0.007451,0.505691,0.430798,-0.023820,0.510257,0.438540,-0.037581,0.517250,0.449477,-0.045113,0.527618,0.436641,-0.010574,0.521886,0.391716,-0.019969,0.518636,0.362282,-0.028666,0.516192,0.335668,-0.035033,0.545965,0.436391,-0.016453,0.548924,0.388725,-0.027033,0.551863,0.359734,-0.035347,0.553249,0.333682,-0.040708,0.565332,0.448115,-0.023320,0.576707,0.415014,-0.031193,0.583961,0.393696,-0.034011,0.589141,0.373395,-0.035723
3,0.552081,0.532509,0.000000,0.528167,0.525325,-0.013411,0.502921,0.508056,-0.024602,0.487797,0.488113,-0.035876,0.493309,0.464833,-0.045907,0.502257,0.441032,-0.009309,0.489253,0.419701,-0.030517,0.495664,0.434549,-0.047436,0.506521,0.452038,-0.055849,0.519548,0.420640,-0.012105,0.506527,0.370877,-0.024587,0.498380,0.338443,-0.035122,0.491176,0.307538,-0.042219,0.541328,0.416015,-0.018306,0.540690,0.362004,-0.032186,0.541202,0.329203,-0.041671,0.539860,0.299053,-0.046960,0.565112,0.425803,-0.025528,0.575568,0.386172,-0.035135,0.582521,0.360546,-0.037862,0.587317,0.335999,-0.039014
3,0.553282,0.555911,0.000000,0.522089,0.548149,-0.017772,0.489278,0.525899,-0.031537,0.465596,0.504763,-0.045041,0.466776,0.474793,-0.056549,0.490955,0.442659,-0.012230,0.470575,0.415802,-0.038208,0.473775,0.441136,-0.058015,0.483405,0.466904,-0.067501,0.511929,0.418121,-0.014400,0.492890,0.360156,-0.030945,0.481416,0.321390,-0.044223,0.470790,0.282304,-0.052946,0.538451,0.412659,-0.020785,0.537624,0.347936,-0.038840,0.537187,0.307819,-0.050533,0.533768,0.269769,-0.056738,0.566596,0.424736,-0.028364,0.579555,0.377050,-0.040687,0.587484,0.344471,-0.044242,0.592438,0.312475,-0.045629
3,0.546584,0.592646,0.000000,0.506025,0.576794,-0.020169,0.465963,0.542754,-0.035771,0.434823,0.511873,-0.051463,0.440671,0.476245,-0.064894,0.479260,0.448122,-0.010821,0.456512,0.411078,-0.040382,0.455542,0.437558,-0.063350,0.462662,0.468295,-0.074605,0.507032,0.423208,-0.013957,0.489422,0.350427,-0.031166,0.479585,0.304041,-0.045397,0.470724,0.258780,-0.054824,0.539480,0.420375,-0.022374,0.541881,0.347155,-0.042107,0.544601,0.299094,-0.055089,0.544148,0.254516,-0.062159,0.571249,0.438382,-0.032333,0.588618,0.385765,-0.046480,0.599907,0.349047,-0.050573,0.607737,0.313950,-0.052206
3,0.554593,0.667652,0.000000,0.505315,0.655217,-0.024585,0.454342,0.620560,-0.043612,0.414702,0.588547,-0.062706,0.418999,0.546200,-0.079223,0.463897,0.502567,-0.014501,0.431878,0.466591,-0.049963,0.431020,0.498817,-0.077388,0.441738,0.534597,-0.090937,0.495831,0.468090,-0.018262,0.470277,0.384559,-0.038908,0.455745,0.329863,-0.055959,0.442556,0.277337,-0.067374,0.534741,0.460665,-0.028304,0.534886,0.373672,-0.052781,0.535557,0.315087,-0.069451,0.532416,0.261147,-0.078656,0.573904,0.479945,-0.040106,0.594596,0.416382,-0.058383,0.608190,0.371527,-0.064419,0.617297,0.328856,-0.067079
3,0.556608,0.714844,0.000000,0.501773,0.704136,-0.032997,0.442607,0.671690,-0.058372,0.395125,0.640805,-0.082885,0.395151,0.588790,-0.103705,0.448329,0.528859,-0.025267,0.407647,0.484212,-0.069035,0.411308,0.530607,-0.101650,0.428043,0.577360,-0.117559,0.483254,0.486945,-0.026633,0.447955,0.395045,-0.055311,0.427694,0.333095,-0.077754,0.408132,0.269511,-0.092936,0.527506,0.476464,-0.035115,0.522887,0.374513,-0.066809,0.521954,0.308992,-0.087388,0.517000,0.246799,-0.098637,0.572975,0.496233,-0.045708,0.595853,0.420376,-0.068702,0.611123,0.367316,-0.077099,0.622223,0.315570,-0.081203
3,0.545412,0.746341,0.000000,0.482713,0.735013,-0.040322,0.412084,0.702006,-0.071801,0.354901,0.672113,-0.101620,0.351934,0.612999,-0.128358,0.421016,0.541695,-0.035437,0.375923,0.500182,-0.085206,0.372949,0.560382,-0.123663,0.385401,0.615174,-0.143845,0.460424,0.496455,-0.036349,0.423628,0.399289,-0.068451,0.399838,0.331221,-0.095938,0.376711,0.257462,-0.115862,0.510789,0.487644,-0.044934,0.507224,0.373100,-0.082054,0.504382,0.298260,-0.108402,0.497419,0.224968,-0.124384,0.561070,0.513552,-0.055653,0.589752,0.431304,-0.085890,0.606863,0.371228,-0.098285,0.618545,0.309495,-0.105338
3,0.559480,0.791551,0.000000,0.488386,0.783243,-0.040612,0.410724,0.748149,-0.072923,0.347444,0.717586,-0.103918,0.333994,0.659030,-0.131897,0.412999,0.568975,-0.034573,0.361926,0.528156,-0.087768,0.358655,0.594388,-0.130434,0.372610,0.653498,-0.153497,0.456530,0.518018,-0.038696,0.413506,0.409276,-0.072123,0.384466,0.333235,-0.102457,0.356738,0.253568,-0.124960,0.512219,0.509902,-0.050996,0.506556,0.381197,-0.090330,0.502569,0.297855,-0.119347,0.493280,0.216482,-0.137573,0.569307,0.540693,-0.065414,0.600040,0.449732,-0.098658,0.617929,0.383156,-0.111906,0.629062,0.315015,-0.119489
3,0.554588,0.821527,0.000000,0.478918,0.815934,-0.043852,0.394548,0.774833,-0.078973,0.328911,0.744171,-0.112390,0.316923,0.681358,-0.142707,0.402333,0.583096,-0.046027,0.343418,0.541416,-0.106783,0.344863,0.620331,-0.152708,0.362834,0.686533,-0.176327,0.452475,0.527461,-0.050795,0.403704,0.409560,-0.091812,0.373322,0.324166,-0.125744,0.343282,0.232197,-0.149692,0.513812,0.520366,-0.063709,0.509219,0.378888,-0.110884,0.506027,0.285432,-0.144191,0.496606,0.192200,-0.163901,0.574448,0.555348,-0.078303,0.611282,0.456242,-0.117127,0.634145,0.384245,-0.132078,0.649105,0.309280,-0.139905
3,0.555683,0.865275,0.000000,0.476064,0.857335,-0.055380,0.386634,0.812300,-0.099962,0.314348,0.778839,-0.141660,0.290445,0.717592,-0.180039,0.391131,0.597967,-0.063332,0.324888,0.551307,-0.133675,0.329505,0.644049,-0.185658,0.351865,0.718061,-0.212427,0.449409,0.536423,-0.066362,0.398598,0.406167,-0.118395,0.362506,0.311791,-0.159964,0.326075,0.207169,-0.188694,0.518207,0.532963,-0.078032,0.515270,0.370569,-0.135483,0.510516,0.266011,-0.174944,0.499301,0.160854,-0.197873,0.584887,0.575679,-0.091537,0.629949,0.465265,-0.136941,0.655153,0.384127,-0.154983,0.672227,0.299151,-0.164511
3,0.562430,0.894929,0.000000,0.479441,0.886484,-0.062249,0.389368,0.840075,-0.112547,0.315234,0.806179,-0.159173,0.286013,0.763825,-0.203105,0.382976,0.617453,-0.075569,0.316297,0.566224,-0.153768,0.325839,0.664960,-0.210899,0.350970,0.746575,-0.240054,0.450207,0.549910,-0.078287,0.394662,0.410920,-0.136009,0.356580,0.309921,-0.183099,0.318056,0.197719,-0.215928,0.526715,0.545837,-0.089954,0.522789,0.372436,-0.152888,0.518017,0.258476,-0.198254,0.505850,0.143767,-0.225343,0.599527,0.589671,-0.103536,0.648149,0.471672,-0.152734,0.675535,0.384755,-0.173689,0.693819,0.292422,-0.185549
3,0.567797,0.924540,0.000000,0.484894,0.914759,-0.062629,0.395537,0.867091,-0.113696,0.326873,0.836289,-0.160805,0.303107,0.783608,-0.204469,0.392943,0.630487,-0.079691,0.322086,0.581044,-0.157093,0.333448,0.685282,-0.211859,0.360243,0.770080,-0.238762,0.462560,0.563280,-0.082322,0.406733,0.418575,-0.141395,0.370775,0.314699,-0.187327,0.333163,0.197592,-0.218624,0.540211,0.561196,-0.093599,0.537212,0.382247,-0.157953,0.533123,0.262882,-0.203122,0.520990,0.144131,-0.229239,0.614208,0.607234,-0.106596,0.666549,0.482192,-0.156061,0.697773,0.393072,-0.175991,0.719763,0.300948,-0.186445
3,0.558142,0.925831,0.000000,0.475408,0.919422,-0.066716,0.383886,0.873479,-0.119605,0.315474,0.837905,-0.166750,0.292551,0.771738,-0.209594,0.382784,0.633908,-0.092630,0.312404,0.577565,-0.169921,0.326413,0.680009,-0.220494,0.353893,0.764278,-0.244008,0.454914,0.566240,-0.092435,0.398168,0.415736,-0.153537,0.364419,0.310511,-0.198728,0.328030,0.191995,-0.229260,0.534080,0.562773,-0.100039,0.530060,0.383322,-0.166071,0.527717,0.264150,-0.211170,0.516989,0.145727,-0.237068,0.609426,0.607527,-0.109153,0.658987,0.479386,-0.159347,0.690859,0.390546,-0.179308,0.714569,0.299980,-0.189642
3,0.552143,0.869385,0.000000,0.465749,0.862217,-0.066737,0.367490,0.815384,-0.119917,0.286074,0.776264,-0.168813,0.255124,0.704406,-0.213413,0.370770,0.575859,-0.078033,0.296817,0.516054,-0.159537,0.305057,0.618139,-0.218158,0.332302,0.702850,-0.247795,0.436635,0.506342,-0.079000,0.378265,0.350560,-0.138864,0.342272,0.244212,-0.185800,0.304364,0.125960,-0.218218,0.513528,0.500415,-0.090027,0.509077,0.320551,-0.156156,0.503369,0.200164,-0.202273,0.489347,0.078555,-0.229313,0.587476,0.544722,-0.103256,0.636267,0.419294,-0.154786,0.666509,0.328712,-0.176258,0.687855,0.233031,-0.188127
3,0.555106,0.862259,0.000000,0.468097,0.854229,-0.065538,0.370668,0.807211,-0.118131,0.291517,0.768986,-0.166939,0.261697,0.698227,-0.212152,0.371631,0.569060,-0.074336,0.301924,0.512856,-0.157635,0.309066,0.613017,-0.219123,0.334438,0.698927,-0.250423,0.437853,0.500240,-0.077165,0.382611,0.344491,-0.136181,0.345690,0.237552,-0.184361,0.307588,0.121250,-0.217651,0.515497,0.494740,-0.090498,0.509934,0.313675,-0.156765,0.504229,0.193275,-0.204124,0.490470,0.071893,-0.232201,0.591146,0.539731,-0.105994,0.639638,0.415621,-0.158920,0.669865,0.326510,-0.180898,0.690152,0.232871,-0.192915
3,0.553253,0.866729,0.000001,0.469367,0.859041,-0.067686,0.376701,0.811123,-0.121541,0.301301,0.775371,-0.171017,0.264244,0.714316,-0.217233,0.374319,0.577853,-0.083319,0.305736,0.523819,-0.166407,0.315357,0.626820,-0.225718,0.340386,0.714763,-0.255227,0.443426,0.511379,-0.085424,0.391464,0.355299,-0.145177,0.355989,0.247962,-0.192931,0.317841,0.131041,-0.225858,0.521933,0.508636,-0.097467,0.517297,0.327525,-0.164205,0.509079,0.206774,-0.213034,0.493264,0.084497,-0.242330,0.597022,0.555562,-0.111535,0.647372,0.432749,-0.164370,0.676860,0.344894,-0.187273,0.696958,0.251752,-0.200199
